"","lon","lat","sif"
"1",-52.81,-22.54,0.124920845031738
"2",-52.76,-22.54,0.700973510742188
"3",-52.74,-22.43,0.156478881835938
"4",-52.72,-22.51,0.152199745178223
"5",-52.62,-22.31,0.166443824768066
"6",-52.61,-22.31,0.376964569091797
"7",-52.6,-22.5,0.322175025939941
"8",-52.6,-22.31,0.508620262145996
"9",-52.58,-22.44,0.330398559570312
"10",-52.56,-22.53,0.336711883544922
"11",-52.55,-22.45,0.617210388183594
"12",-52.55,-22.41,0.272464752197266
"13",-52.52,-22.37,0.0585346221923828
"14",-52.5,-22.52,0.0768346786499023
"15",-52.5,-22.31,0.239267349243164
"16",-52.49,-22.41,0.334141731262207
"17",-52.48,-22.24,0.0490789413452148
"18",-52.47,-22.52,0.185047149658203
"19",-52.46,-22.25,0.178881645202637
"20",-52.45,-22.22,0.228933334350586
"21",-52.43,-22.5,0.0911188125610352
"22",-52.41,-22.47,0.270420074462891
"23",-52.41,-22.44,0.210590362548828
"24",-52.41,-22.43,0.129485130310059
"25",-52.4,-22.46,0.0731916427612305
"26",-52.39,-22.5,0.0595083236694336
"27",-52.39,-22.19,0.859464645385742
"28",-52.38,-22.59,0.0701971054077148
"29",-52.38,-22.18,0.167520523071289
"30",-52.37,-22.28,0.356447219848633
"31",-52.33,-22.17,0.128165245056152
"32",-52.31,-22.59,0.560256004333496
"33",-52.3,-22.23,0.430148124694824
"34",-52.3,-22.16,0.309802055358887
"35",-52.3,-22.09,0.641977310180664
"36",-52.28,-22.37,0.297966957092285
"37",-52.28,-22.31,0.124003410339355
"38",-52.28,-22.17,0.384585380554199
"39",-52.27,-22.24,0.156390190124512
"40",-52.27,-22.14,0.267025947570801
"41",-52.25,-22.25,0.442399978637695
"42",-52.24,-22.53,0.194458961486816
"43",-52.21,-22.5,0.256083488464355
"44",-51.81,-21.31,0.644516944885254
"45",-51.76,-21.58,0.472575187683105
"46",-51.47,-20.59,0.301539421081543
"47",-51.45,-20.64,0.194759368896484
"48",-51.44,-20.64,0.416855812072754
"49",-51.43,-20.85,0.288582801818848
"50",-51.43,-20.81,0.357976913452148
"51",-51.4,-20.99,0.16280460357666
"52",-51.39,-20.66,0.211408615112305
"53",-51.39,-20.53,0.21079158782959
"54",-51.38,-21.17,0.0241127014160156
"55",-51.38,-20.45,0.0658159255981445
"56",-51.37,-20.85,0.205265045166016
"57",-51.37,-20.48,0.13215160369873
"58",-51.36,-21.05,0.397419929504395
"59",-51.36,-20.85,0.482599258422852
"60",-51.36,-20.48,0.45082950592041
"61",-51.35,-21.3,0.310642242431641
"62",-51.35,-21.11,0.653680801391602
"63",-51.35,-20.8,0.293933868408203
"64",-51.35,-20.43,0.27523136138916
"65",-51.34,-20.78,0.401885986328125
"66",-51.34,-20.46,0.0167331695556641
"67",-51.34,-20.45,0.396792411804199
"68",-51.33,-20.98,0.617038726806641
"69",-51.33,-20.63,0.263998031616211
"70",-51.33,-20.54,0.16950511932373
"71",-51.33,-20.45,0.385210990905762
"72",-51.32,-21.31,0.164394378662109
"73",-51.32,-21.14,0.338561058044434
"74",-51.32,-20.98,0.28182315826416
"75",-51.32,-20.62,0.152826309204102
"76",-51.32,-20.59,0.0891342163085938
"77",-51.31,-21.25,0.119917869567871
"78",-51.31,-21.22,0.559778213500977
"79",-51.31,-21.17,0.528407096862793
"80",-51.31,-21,0.366995811462402
"81",-51.31,-20.51,0.22279167175293
"82",-51.31,-20.46,0.0459213256835938
"83",-51.3,-21.47,0.23884391784668
"84",-51.3,-21.21,0.289240837097168
"85",-51.3,-20.56,0.0852737426757812
"86",-51.29,-21.16,0.645222663879395
"87",-51.29,-21.04,0.213367462158203
"88",-51.29,-20.79,0.451175689697266
"89",-51.29,-20.63,0.113813400268555
"90",-51.29,-20.57,0.10263729095459
"91",-51.29,-20.48,0.494490623474121
